Ano;Departamento;gabinete;sector;subsector;institucion;proyecto;monto;
2019;Intibucá;Gabinete de Infraestructura, Servicios y Empr;Promoción y Protección Humana;Educación;Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);13196027.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;Fortalecimiento del Desarrollo Profesional Docente;23302339.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);428331.000000000000000000000000000000;
2019;Intibucá;Gabinete de Infraestructura, Servicios y Empr;Promoción y Protección Humana;Protección Social;Fondo Hondureño de Inversión Social;PROYECTO DE INFRAESTRUCTURA RURAL (BCIE);3593630.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;ATENCIÓN A MUJERES, JÓVENES, NIÑOS Y NIÑAS EN SITUACIÓN DE VIOLENCIA Y RIESGO SOCIAL;1527326.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;BOLSON ESCOLAR Y EQUIPO DE UTILES;269520.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;CENTROS DE ATENCIÓN A PERSONAS  CON CAPACIDADES ESPECIALES Y ADULTOS MAYORES EN SITUACIÓN DE VULNERABILIDAD;3857215.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;OPORTUNIDADES PARA MADRES Y JOVENES COMO ESTRATEGIA DE SALIDA DEL BONO VIDA MEJOR;257928.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;PROGRAMA DE APOYO AL SISTEMA DE PROTECCION SOCIAL (BONO VIDA MEJOR) BID 3371/BL-HO;4802322.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Salud;Secretaría de Desarrollo e Inclusión Social;PROGRAMA APOYO A LA RED DE INCLUSIÓN SOCIAL CON PRIORIDAD EN OCCIDENTE;53275408.000000000000000000000000000000;
2019;Intibucá;Gabinete Social;Promoción y Protección Humana;Salud;Secretaría de Salud;PROGRAMA APOYO A LA RED DE INCLUSIÓN SOCIAL CON PRIORIDAD EN OCCIDENTE;15689463.000000000000000000000000000000;
2019;Intibucá;Gabinete Económico;Agroforestal y Turismo;Desarrollo Productivo;Secretaría de Agricultura y Ganadería;PROYECTO DE COMPETITIVIDAD Y DESARROLLO SOSTENIBLE DEL CORREDOR FRONTERIZO SUR OCCIDENTAL PRO-LENCA;33985049.000000000000000000000000000000;
2019;Islas de la Bahía;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;BOLSON ESCOLAR Y EQUIPO DE UTILES;224600.000000000000000000000000000000;
2019;La Paz;Gabinete de Infraestructura, Servicios y Empr;Agroforestal y Turismo;Desarrollo Productivo;Cuenta del Desafío del Milenio-Honduras;ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);40320532.000000000000000000000000000000;
2019;La Paz;Gabinete de Infraestructura, Servicios y Empr;Comunicaciones y Energía;Carreteras;Cuenta del Desafío del Milenio-Honduras;CONSTRUCCION DEL CORREDOR LOGISTICO VILLA DE SAN ANTONIO - GOASCORAN SECCION II Y III;382610946.000000000000000000000000000000;
2019;La Paz;Entes que no forman parte del Poder Ejecutivo;Fortalecimiento Institucional;Modernización Del Estado;Poder Judicial;PROMOVIENDO UNA JUSTICIA RAPIDA Y ACCESIBLE EN HONDURAS (EUROJUSTICIA);8716664.000000000000000000000000000000;
2019;La Paz;Gabinete de Infraestructura, Servicios y Empr;Comunicaciones y Energía;Energía;Programa Nacional de Desarrollo Rural y Urbano Sostenible;PROYECTO DE ENERGÍA RENOVABLE PARA EL DESARROLLO RURAL SOSTENIBLE PRO-ENERGÍA RURAL;14470764.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;Fortalecimiento del Desarrollo Profesional Docente;27828077.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);428331.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;ATENCIÓN A MUJERES, JÓVENES, NIÑOS Y NIÑAS EN SITUACIÓN DE VIOLENCIA Y RIESGO SOCIAL;1527326.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;BOLSON ESCOLAR Y EQUIPO DE UTILES;422012.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;CENTROS DE ATENCIÓN A PERSONAS  CON CAPACIDADES ESPECIALES Y ADULTOS MAYORES EN SITUACIÓN DE VULNERABILIDAD;3857215.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;OPORTUNIDADES PARA MADRES Y JOVENES COMO ESTRATEGIA DE SALIDA DEL BONO VIDA MEJOR;2998956.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;PROGRAMA DE APOYO AL SISTEMA DE PROTECCION SOCIAL (BONO VIDA MEJOR) BID 3371/BL-HO;10356912.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Salud;Secretaría de Desarrollo e Inclusión Social;PROGRAMA APOYO A LA RED DE INCLUSIÓN SOCIAL CON PRIORIDAD EN OCCIDENTE;6161978.000000000000000000000000000000;
2019;La Paz;Gabinete Social;Promoción y Protección Humana;Salud;Secretaría de Salud;PROGRAMA APOYO A LA RED DE INCLUSIÓN SOCIAL CON PRIORIDAD EN OCCIDENTE;2279353.000000000000000000000000000000;
2019;La Paz;Gabinete Económico;Agroforestal y Turismo;Desarrollo Productivo;Secretaría de Agricultura y Ganadería;PROGRAMA DE DESARROLLO RURAL SOSTENIBLE PARA LA REGION SUR (EMPRENDESUR);12301533.000000000000000000000000000000;
2019;La Paz;Gabinete Económico;Agroforestal y Turismo;Desarrollo Productivo;Secretaría de Agricultura y Ganadería;PROYECTO DE COMPETITIVIDAD Y DESARROLLO SOSTENIBLE DEL CORREDOR FRONTERIZO SUR OCCIDENTAL PRO-LENCA;12370808.000000000000000000000000000000;
2019;La Paz;Gabinete de Prevención, Seguridad y Defensa;Fortalecimiento Institucional;Seguridad Y Defensa;Secretaría de Seguridad;PROGRAMA DE CONVIVENCIA CIUDADANA Y MEJORAMIENTO DE BARRIOS;54894788.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Agroforestal y Turismo;Desarrollo Productivo;Cuenta del Desafío del Milenio-Honduras;ALIANZA PARA EL CORREDOR SECO (USAID-GAFSP);49827784.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Comunicaciones y Energía;Energía;Fondo Hondureño de Inversión Social;PRODUCTIVIDAD Y OPORTUNIDAD PARA EL DESARROLLO A TRAVÉS DE ENERGÍA RENOVABLE (PODER);8001513.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Comunicaciones y Energía;Energía;Programa Nacional de Desarrollo Rural y Urbano Sostenible;PROYECTO DE ENERGÍA RENOVABLE PARA EL DESARROLLO RURAL SOSTENIBLE PRO-ENERGÍA RURAL;23264894.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Fortalecimiento Institucional;Seguridad Y Defensa;Fondo Hondureño de Inversión Social;PROYECTO CONVIVENCIA Y ESPACIOS SEGUROS PARA LOS JÓVENES EN HONDURAS;15318574.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Promoción y Protección Humana;Educación;Fondo Hondureño de Inversión Social;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);5179215.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;PROGRAMA DE MEJORA DE LA INFRAESTRUCTURA ESCOLAR (PROMINE/KFW, FASE II);160624.000000000000000000000000000000;
2019;Lempira;Gabinete de Infraestructura, Servicios y Empr;Promoción y Protección Humana;Protección Social;Fondo Hondureño de Inversión Social;PROYECTO DE INFRAESTRUCTURA RURAL (BCIE);6729568.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;BOLSON ESCOLAR Y EQUIPO DE UTILES;561500.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;CENTROS DE ATENCIÓN A PERSONAS  CON CAPACIDADES ESPECIALES Y ADULTOS MAYORES EN SITUACIÓN DE VULNERABILIDAD;3857215.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;OPORTUNIDADES PARA MADRES Y JOVENES COMO ESTRATEGIA DE SALIDA DEL BONO VIDA MEJOR;3185824.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Protección Social;Secretaría de Desarrollo e Inclusión Social;PROGRAMA DE APOYO AL SISTEMA DE PROTECCION SOCIAL (BONO VIDA MEJOR) BID 3371/BL-HO;8842463.000000000000000000000000000000;
2019;Lempira;Gabinete Social;Promoción y Protección Humana;Educación;Secretaría de Educación;Mejora de la Calidad Educativa para el Desarrollo de Habilidades para el Empleo: Proyecto Joven;126893874.000000000000000000000000000000;
